Car Name,Brand,Model,Color,Mileage_KM,Location,Posted Date,Price_EGP
Opel Insignia 2016,Opel,Insignia,Dark blue,223000,tagamo3 - new cairo,4/25/2025,247626
Opel Astra 2013,Opel,Astra,Petroleum,145000,al shorouk,4/25/2025,423625
Opel Crossland 2022,Opel,Crossland,White,74000,6-Oct,4/24/2025,594996
Opel Astra 2008,Opel,Astra,Dark grey,160000,alexandria,4/24/2025,595079
Opel Astra 2017,Opel,Astra,Eggplant,84000,cairo,4/24/2025,378392
Opel Corsa 2005,Opel,Corsa,Silver,245000,alexandria,4/24/2025,305056
Opel Grandland 2019,Opel,Grandland,Blue,235000,10th of ramadan,4/24/2025,536309
Opel Astra 2000,Opel,Astra,Black,,mansoura,4/24/2025,583489
Opel Vectra 2007,Opel,Vectra,Blue,120000,alexandria,4/24/2025,273581
Opel Grandland 2018,Opel,Grandland,Black,161000,cairo,4/23/2025,325992
Opel Corsa 2004,Opel,Corsa,Silver,273000,alexandria,4/23/2025,567134
Opel Astra 2000,Opel,Astra,Green,200000,faqous,4/23/2025,608980
Opel Insignia 2016,Opel,Insignia,Brown,182000,sadat city,4/23/2025,313268
Opel Astra 2014,Opel,Astra,Black,220000,mokattam,4/23/2025,247351
Opel Crossland 2020,Opel,Crossland,Black,112000,6-Oct,4/23/2025,625785
Opel Corsa 2018,Opel,Corsa,Dark grey,42000,sheikh zayed city,4/22/2025,243022
Opel Grandland 2019,Opel,Grandland,White,142000,tagamo3 - new cairo,4/22/2025,240581
Opel Corsa 2000,Opel,Corsa,Blue,170000,gharbia,4/22/2025,241747
Opel Insignia 2018,Opel,Insignia,Dark blue,119000,pyramids gardens,4/22/2025,532660
Opel Astra 2001,Opel,Astra,Silver,220000,cairo,4/22/2025,378490
Opel Astra 2019,Opel,Astra,Red,114000,alexandria,4/22/2025,527675
Opel Vectra 1998,Opel,Vectra,Gold,300000,giza,4/22/2025,620909
Opel Astra 2016,Opel,Astra,Red,55000,tagamo3 - new cairo,4/21/2025,477798
Opel Astra 2017,Opel,Astra,Gray,145000,mokattam,4/21/2025,511929
Opel Astra 2017,Opel,Astra,Silver,129000,al shorouk,4/21/2025,446811
Opel Astra 2005,Opel,Astra,Silver,136000,red sea,4/21/2025,504443
Opel Astra 2017,Opel,Astra,Brown,200000,giza,4/21/2025,446869
Opel Astra 2019,Opel,Astra,Gray,93500,alexandria,4/21/2025,519405
Opel Insignia 2014,Opel,Insignia,Dark red,150000,alexandria,4/20/2025,325902
Opel Grandland 2024,Opel,Grandland,Black,50000,al shorouk,4/20/2025,509287
Opel Astra 2017,Opel,Astra,White,135000,alexandria,4/20/2025,532271
Opel Astra 2014,Opel,Astra,Brown,145000,alexandria,4/20/2025,362201
Opel Astra 2007,Opel,Astra,Petroleum,300000,al shorouk,4/20/2025,601635
Opel Vectra 2008,Opel,Vectra,Black,280000,cairo,4/20/2025,370655
Opel Corsa 2003,Opel,Corsa,Silver,183000,maadi,4/20/2025,359090
Opel Astra 2016,Opel,Astra,Silver,147000,mokattam,4/20/2025,630472
Opel Astra 2003,Opel,Astra,Red,250000,al shorouk,4/20/2025,271537
Opel Mokka 2016,Opel,Mokka,Red,130000,madinaty,4/20/2025,207028
Opel Insignia 2016,Opel,Insignia,Black,210000,el haram,4/20/2025,525878
Opel Astra 2008,Opel,Astra,Gray,182000,mokattam,4/20/2025,629099
Opel Astra 2020,Opel,Astra,Silver,190000,al shorouk,4/20/2025,263803
Opel Astra 2014,Opel,Astra,Gray,158000,mohandessin,4/20/2025,618631
Opel Insignia 2016,Opel,Insignia,Silver,228000,6-Oct,4/20/2025,486808
Opel Insignia 2016,Opel,Insignia,Black,150000,10th of ramadan,4/20/2025,225963
Opel Astra 2016,Opel,Astra,Dark red,240000,giza,4/19/2025,429674
Opel Grandland 2024,Opel,Grandland,White,,zagazig,4/19/2025,281800
Opel Astra 2013,Opel,Astra,Petroleum,188000,tanta,4/19/2025,600266
Opel Insignia 2014,Opel,Insignia,Black,166000,cairo,4/19/2025,236862
Opel Astra 2015,Opel,Astra,Black,270000,tanta,4/19/2025,347730
Opel Insignia 2016,Opel,Insignia,Dark grey,150000,kafr el-sheikh,4/19/2025,377921
Opel Mokka 2016,Opel,Mokka,White,116000,6-Oct,4/19/2025,553723
Opel Vectra 1994,Opel,Vectra,Dark blue,200000,red sea,4/19/2025,225388
Opel Astra 2004,Opel,Astra,Silver,227000,heliopolis,4/19/2025,517362
Opel Astra 2016,Opel,Astra,Brown,222000,maadi,4/18/2025,633904
Opel Corsa 2012,Opel,Corsa,Black,161000,zamalek,4/18/2025,345282
Opel Astra 2008,Opel,Astra,Silver,140000,6-Oct,4/18/2025,419261
Opel Astra 2013,Opel,Astra,Bronze,199000,el katameya,4/18/2025,518310
Opel Astra 2018,Opel,Astra,White,160000,damietta,3/29/2025,415057
Opel Vectra 2008,Opel,Vectra,Black,320000,mansoura,4/18/2025,451853
Opel Astra 2013,Opel,Astra,Petroleum,320000,10th of ramadan,4/18/2025,634280
Opel Astra 2020,Opel,Astra,Olive,130000,madinaty,4/18/2025,620694
Opel Astra 2021,Opel,Astra,Red,44000,alexandria,4/17/2025,450736
Opel Vectra 1997,Opel,Vectra,Dark red,390000,tanta,4/17/2025,299782
Opel Corsa 2004,Opel,Corsa,Silver,176000,el katameya,4/17/2025,288723
Opel Astra 2020,Opel,Astra,Silver,77000,el mahalla,4/17/2025,241481
Opel Insignia 2018,Opel,Insignia,Brown,120500,banha,4/16/2025,315526
Opel Grandland 2021,Opel,Grandland,Blue,50000,tagamo3 - new cairo,4/17/2025,511236
Opel Crossland 2021,Opel,Crossland,Red,37000,nasr city,4/17/2025,207284
Opel Crossland 2022,Opel,Crossland,Red,80000,tagamo3 - new cairo,4/17/2025,243345
Opel Corsa 2007,Opel,Corsa,Dark grey,180000,alexandria,4/17/2025,336450
Opel Astra 2021,Opel,Astra,Black,141000,giza,4/17/2025,498616
Opel Astra 2016,Opel,Astra,Silver,210000,al shorouk,4/17/2025,603986
Opel Astra 2016,Opel,Astra,Silver,160000,maadi,4/17/2025,455824
Opel Insignia 2014,Opel,Insignia,Olive,118000,alexandria,4/16/2025,280833
Opel Vectra 1994,Opel,Vectra,Blue,230000,alexandria,4/16/2025,245901
Opel Astra 2015Verified User,Opel,Astra,Black,117000,pyramids gardens,4/16/2025,554482
Opel Astra 2019,Opel,Astra,Black,180000,cairo,4/16/2025,233014
Opel Astra 2015,Opel,Astra,Eggplant,222000,maadi,4/16/2025,297928
Opel Astra 2020,Opel,Astra,Silver,121000,al shorouk,4/16/2025,255211
Opel Astra 2019,Opel,Astra,Silver,158000,tagamo3 - new cairo,4/16/2025,305766
Opel Vectra 2008,Opel,Vectra,Silver,126000,cairo,4/16/2025,645510
Opel Astra 2021,Opel,Astra,Red,48617,suez,4/15/2025,535407
Opel Corsa 2012,Opel,Corsa,Black,212000,heliopolis,4/15/2025,345733
Opel Insignia 2014,Opel,Insignia,Eggplant,277000,giza,4/12/2025,325217
Opel Insignia 2014,Opel,Insignia,Black,160000,obour city,4/15/2025,597480
Opel Mokka 2016,Opel,Mokka,Black,130000,heliopolis,4/15/2025,595931
Opel Astra 2015,Opel,Astra,Black,149000,cairo,4/14/2025,306952
Opel Crossland 2022,Opel,Crossland,Red,17000,6-Oct,4/14/2025,461605
Opel Crossland 2021,Opel,Crossland,White,53000,6-Oct,4/14/2025,320341
Opel Grandland 2020,Opel,Grandland,White,106000,6-Oct,4/14/2025,519803
Opel Astra 2001,Opel,Astra,Silver,200000,banha,4/14/2025,280390
Opel Astra 2015,Opel,Astra,Silver,177000,6-Oct,4/14/2025,564716
Opel Astra 2021,Opel,Astra,Gray,130000,sheikh zayed city,4/14/2025,629341
Opel Astra 2018,Opel,Astra,Dark blue,95000,sheikh zayed city,4/14/2025,358117
Opel Astra 2019,Opel,Astra,Red,75000,mokattam,4/14/2025,561487
Opel Crossland 2020,Opel,Crossland,Dark grey,46000,alexandria,4/13/2025,572265
Opel Astra 2016,Opel,Astra,Red,198000,beni suef,4/13/2025,491891
Opel Mokka 2016,Opel,Mokka,Silver,90000,kafr el-sheikh,4/13/2025,322523
Opel Astra 2020,Opel,Astra,Silver,77000,alexandria,4/13/2025,322259
Opel Astra 2014,Opel,Astra,Gray,230000,mohandessin,4/13/2025,337100
Opel Astra 2017,Opel,Astra,Gray,132000,sheikh zayed city,4/12/2025,486235
Opel Vectra 1994,Opel,Vectra,Dark blue,200000,10th of ramadan,4/12/2025,339630
Opel Mokka 2016,Opel,Mokka,Brown,160000,cairo,4/12/2025,509336
Opel Corsa 2003,Opel,Corsa,Silver,154000,giza,4/12/2025,487475
Opel Mokka 2016,Opel,Mokka,White,99000,kafr el-sheikh,4/12/2025,268002
Opel Corsa 2016,Opel,Corsa,Silver,92000,kafr el-sheikh,4/11/2025,201443
Opel Astra 2019,Opel,Astra,Dark green,161000,tagamo3 - new cairo,4/11/2025,286506
Opel Grandland 2019,Opel,Grandland,Red,181000,el qanater el khayreya,4/11/2025,228525
Opel Grandland 2021,Opel,Grandland,Silver,12000,alexandria,4/11/2025,563135
Opel Astra 2018,Opel,Astra,Silver,98000,cairo,4/11/2025,420682
Opel Grandland 2018,Opel,Grandland,Gold,146000,alexandria,4/11/2025,304050
Opel Astra 2019Verified User,Opel,Astra,White,175000,nasr city,4/10/2025,586835
Opel Astra 2017,Opel,Astra,Black,181000,tagamo3 - new cairo,4/10/2025,329394
Opel Crossland 2021Verified User,Opel,Crossland,Gray,35000,alexandria,3/21/2025,632608
Opel Astra 2015,Opel,Astra,Black,235000,mokattam,4/10/2025,368500
Opel Grandland 2021,Opel,Grandland,White,21500,tanta,4/10/2025,306699
Opel Astra 2020,Opel,Astra,Dark grey,160000,banha,4/10/2025,614272
Opel Astra 2016Verified User,Opel,Astra,Silver,120000,6-Oct,4/10/2025,409685
Opel Astra 2013,Opel,Astra,Black,255000,cairo,4/10/2025,593051
Opel Crossland 2022,Opel,Crossland,Silver,19500,tagamo3 - new cairo,4/9/2025,350965
Opel Astra 2003,Opel,Astra,White,170000,sharqia,4/9/2025,598282
Opel Astra 2019,Opel,Astra,Black,169000,sheikh zayed city,4/9/2025,272103
Opel Astra 2013,Opel,Astra,Mocha,174000,sheraton,4/9/2025,571991
Opel Astra 2020,Opel,Astra,Silver,164000,rosetta,4/9/2025,408994
Opel Vectra 2008,Opel,Vectra,Cyan,130000,cairo,4/8/2025,307834
Opel Crossland 2020,Opel,Crossland,Black,138000,nasr city,4/8/2025,493457
Opel Vectra 1998,Opel,Vectra,Black,320000,alexandria,4/8/2025,586329
Opel Astra 2020,Opel,Astra,Silver,145000,tagamo3 - new cairo,4/8/2025,472633
Opel Vectra 2000,Opel,Vectra,Dark red,200000,mokattam,4/8/2025,390211
Opel Vectra 2007,Opel,Vectra,Black,200000,giza,4/8/2025,513616
Opel Astra 2019,Opel,Astra,Gray,130000,asyut,4/7/2025,567220
Opel Mokka 2016,Opel,Mokka,Gray,178000,el haram,4/7/2025,564413
Opel Crossland 2021,Opel,Crossland,Blue,65000,nasr city,4/7/2025,337713
Opel Insignia 2020,Opel,Insignia,White,158000,agamy,4/7/2025,574617
Opel Astra 2016,Opel,Astra,Blue,190000,el haram,4/7/2025,452915
Opel Astra 2017,Opel,Astra,Dark grey,168000,port said,4/6/2025,622888
Opel Astra 2021,Opel,Astra,Dark green,92000,obour city,4/6/2025,629341
Opel Astra 2008,Opel,Astra,Dark grey,267000,6-Oct,4/6/2025,431378
Opel Vectra 2008,Opel,Vectra,Gray,280000,sohag,4/6/2025,585888
Opel Astra 2015,Opel,Astra,Silver,67000,nasr city,4/6/2025,361235
Opel Insignia 2017,Opel,Insignia,Dark grey,138000,sheikh zayed city,4/5/2025,415307
Opel Astra 2021,Opel,Astra,Silver,51000,tagamo3 - new cairo,4/5/2025,307960
Opel Corsa 2018,Opel,Corsa,Dark blue,89000,tagamo3 - new cairo,4/5/2025,505513
Opel Vectra 1995,Opel,Vectra,White,270000,alexandria,4/5/2025,600320
Opel Astra 2015,Opel,Astra,Dark grey,135000,tagamo3 - new cairo,4/5/2025,387504
Opel Tigra 1997,Opel,Tigra,Red,230000,tanta,4/5/2025,544366
Opel Mokka 2022,Opel,Mokka,White,87000,cairo,4/5/2025,406564
Opel Vectra 2000,Opel,Vectra,Dark red,204000,cairo,4/4/2025,494245
Opel Astra 2015,Opel,Astra,Red,100000,mansoura,4/4/2025,558259
Opel Astra 1992,Opel,Astra,Blue,155000,obour city,4/4/2025,335170
Opel Astra 2013,Opel,Astra,Petroleum,239000,6-Oct,4/4/2025,412202
Opel Vectra 2003,Opel,Vectra,Dark green,170000,al shorouk,4/4/2025,343944
Opel Grandland 2018,Opel,Grandland,Silver,260000,al shorouk,4/3/2025,588943
Opel Vectra 2001,Opel,Vectra,Silver,271000,6-Oct,4/3/2025,385586
Opel Insignia 2017,Opel,Insignia,Black,170000,tagamo3 - new cairo,4/3/2025,247998
Opel Mokka 2022,Opel,Mokka,Green,28000,10th of ramadan,4/3/2025,616846
Opel Insignia 2019,Opel,Insignia,White,118000,tagamo3 - new cairo,4/3/2025,641182
Opel Vectra 2002,Opel,Vectra,Silver,200000,luxor,4/3/2025,227542
Opel Grandland 2018,Opel,Grandland,Silver,170000,dokki,4/3/2025,367200
Opel Astra 2015,Opel,Astra,Black,190000,tagamo3 - new cairo,4/3/2025,284379
Opel Insignia 2016,Opel,Insignia,Black,318000,tagamo3 - new cairo,4/3/2025,299491
Opel Corsa 2022,Opel,Corsa,Red,50000,tagamo3 - new cairo,4/3/2025,376149
Opel Astra 2013,Opel,Astra,Silver,201500,6-Oct,4/3/2025,421377
Opel Vectra 1997,Opel,Vectra,White,254000,helwan,4/2/2025,575726
Opel Mokka 2016,Opel,Mokka,Mocha,150000,heliopolis,4/2/2025,383283
Opel Insignia 2017Verified User,Opel,Insignia,Silver,185000,tagamo3 - new cairo,4/2/2025,316099
Opel Insignia 2014,Opel,Insignia,Black,100000,cairo,4/1/2025,229135
Opel Vectra 2008,Opel,Vectra,Silver,365000,tagamo3 - new cairo,3/31/2025,244525
Opel Corsa 2022,Opel,Corsa,Silver,60000,maadi,3/31/2025,497931
Opel Astra 2018,Opel,Astra,Black,95000,sharm el-sheikh,3/30/2025,591497
Opel Corsa 2004Verified User,Opel,Corsa,Silver,500000,sohag,3/30/2025,309446
Opel Corsa E 2016Verified User,Opel,Corsa E,White,120000,tagamo3 - new cairo,3/29/2025,579308
Opel Corsa 2004,Opel,Corsa,White,228000,giza,3/28/2025,319401
Opel Astra 2015,Opel,Astra,Blue,117000,cairo,3/27/2025,610431
Opel Grandland 2021,Opel,Grandland,Red,115000,tagamo3 - new cairo,3/27/2025,508153
Opel Vectra 1996,Opel,Vectra,Red,280000,red sea,3/27/2025,517170
Opel Astra 2019,Opel,Astra,Black,82000,alexandria,3/26/2025,424066
Opel Grandland 2020,Opel,Grandland,Dark red,76000,tagamo3 - new cairo,3/26/2025,448659
Opel Insignia 2017,Opel,Insignia,Black,135000,cairo,3/26/2025,370075
Opel Vectra 2002,Opel,Vectra,White,300000,cairo,3/25/2025,544401
Opel Astra 2015,Opel,Astra,Dark grey,220000,tagamo3 - new cairo,3/25/2025,223984
Opel Astra 2019,Opel,Astra,Gray,152000,mohandessin,3/25/2025,208315
Opel Corsa 2012,Opel,Corsa,Silver,200000,sheikh zayed city,3/25/2025,255285
Opel Astra 2017,Opel,Astra,Silver,119000,ismailia,3/25/2025,540098
Opel Crossland 2021,Opel,Crossland,Red,116000,6-Oct,3/25/2025,468874
Opel Astra 2015,Opel,Astra,Eggplant,140000,tagamo3 - new cairo,3/25/2025,348405
Opel Corsa 2012,Opel,Corsa,Blue,255000,cairo,3/25/2025,355074
Opel Insignia 2019,Opel,Insignia,Dark blue,94000,sheraton,3/24/2025,588030
Opel Insignia 2015,Opel,Insignia,Olive,240000,al shorouk,3/24/2025,259151
Opel Vectra 2008,Opel,Vectra,Cyan,136000,giza,3/24/2025,391706
Opel Insignia 2014,Opel,Insignia,Black,202000,nasr city,3/24/2025,357088
Opel Astra 2020,Opel,Astra,Dark grey,150000,hurghada,3/24/2025,209437
Opel Insignia 2020,Opel,Insignia,Silver,25000,tanta,3/24/2025,617432
Opel Astra 2000,Opel,Astra,Silver,360000,shobra,3/24/2025,323800
Opel Vectra 2008,Opel,Vectra,Silver,365000,tagamo3 - new cairo,3/24/2025,303015
Opel Astra 2015,Opel,Astra,Black,230000,alexandria,3/24/2025,290948
Opel Insignia 2017,Opel,Insignia,Eggplant,69000,madinaty,3/24/2025,352034
Skoda Octavia A7 2016,Skoda,Octavia A7,Gray,170000,6-Oct,6/2/2025,412390
Skoda Octavia A7 2014,Skoda,Octavia A7,Gold,212000,cairo,6/2/2025,637019
Skoda Fantasia 2012,Skoda,Fantasia,Black,300000,faiyum,6/2/2025,266693
Skoda Karoq 2021,Skoda,Karoq,Silver,87000,cairo,6/2/2025,410409
Skoda Kodiaq 2022Verified User,Skoda,Kodiaq,Black,30000,beheira,6/2/2025,641643
Skoda Fantasia 2010,Skoda,Fantasia,Gray,156000,tagamo3 - new cairo,6/2/2025,517751
Skoda Octavia A7 2020,Skoda,Octavia A7,Mocha,75000,tagamo3 - new cairo,6/2/2025,770357
Skoda Octavia A8 2021Verified User,Skoda,Octavia A8,Silver,15000,tagamo3 - new cairo,6/2/2025,726817
Skoda Octavia A7 2016,Skoda,Octavia A7,Black,194000,sheraton,6/2/2025,535795
Skoda Octavia A8 2021,Skoda,Octavia A8,White,85000,6-Oct,6/2/2025,380876
Skoda Octavia A7 2015,Skoda,Octavia A7,Cyan,200000,el mahalla,6/2/2025,761482
Skoda Kodiaq 2021Verified User,Skoda,Kodiaq,Dark grey,49000,cairo,6/2/2025,561164
Skoda Octavia A7 2014,Skoda,Octavia A7,Black,208000,sadat city,6/2/2025,316946
Skoda Felicia 1997,Skoda,Felicia,Dark red,300000,mohandessin,6/2/2025,265149
Skoda Superb 2021,Skoda,Superb,Silver,135000,ismailia,6/2/2025,316972
Skoda Octavia A7 2015,Skoda,Octavia A7,Silver,190000,ismailia,6/2/2025,560072
Skoda Octavia A4 1999,Skoda,Octavia A4,Silver,315000,tagamo3 - new cairo,6/2/2025,380841
Skoda Felicia combi 1997,Skoda,Felicia combi,Silver,250000,sharqia,6/2/2025,376320
Skoda Octavia A4 2003,Skoda,Octavia A4,Blue,212000,cairo,6/2/2025,606119
Skoda Octavia A4 2003,Skoda,Octavia A4,Black,290000,heliopolis,6/2/2025,392519
Skoda Felicia 1997,Skoda,Felicia,Red,93000,10th of ramadan,6/2/2025,739910
Skoda Karoq 2020,Skoda,Karoq,Blue,56000,cairo,6/2/2025,428374
Skoda Felicia 1995,Skoda,Felicia,Red,,el mahalla,6/2/2025,521659
Skoda Kodiaq 2024,Skoda,Kodiaq,Black,19000,tanta,6/1/2025,531088
Skoda Octavia A4 2007,Skoda,Octavia A4,Gold,248000,alexandria,6/1/2025,615012
Skoda Kodiaq 2023,Skoda,Kodiaq,Dark grey,1500,nasr city,6/1/2025,346348
Skoda Superb 2021Verified User,Skoda,Superb,Dark blue,60000,tagamo3 - new cairo,6/1/2025,394796
Skoda Fantasia 2010,Skoda,Fantasia,Black,250000,ain shams,6/1/2025,592153
Skoda Octavia A5 2005,Skoda,Octavia A5,Red,168000,el mahalla,6/1/2025,253030
Skoda Octavia RS 2022Verified User,Skoda,Octavia RS,White,77000,tagamo3 - new cairo,6/1/2025,753301
Skoda Favorit 1994,Skoda,Favorit,Green,160000,el haram,6/1/2025,755194
Skoda Favorit 1994,Skoda,Favorit,Red,200000,ismailia,6/1/2025,594659
Skoda Octavia A4 2009,Skoda,Octavia A4,Silver,170000,cairo,6/1/2025,348427
Skoda Felicia 1995,Skoda,Felicia,Green,200000,6-Oct,6/1/2025,533834
Skoda Fantasia 2010,Skoda,Fantasia,Black,200000,zagazig,6/1/2025,314651
Skoda Octavia A7 2016,Skoda,Octavia A7,Dark grey,230000,cairo,6/1/2025,275497
Skoda Octavia A4 2006,Skoda,Octavia A4,Gold,,cairo,6/1/2025,754974
Skoda Octavia A4 2006,Skoda,Octavia A4,Petroleum,112000,alexandria,6/1/2025,536564
Skoda Fantasia 2011,Skoda,Fantasia,Black,100000,mansoura,6/1/2025,420208
Skoda Kodiaq 2020,Skoda,Kodiaq,Silver,72000,cairo,5/31/2025,468369
Skoda Octavia A5 2008,Skoda,Octavia A5,Gray,235000,ismailia,5/31/2025,703854
Skoda Octavia A7 2023,Skoda,Octavia A7,Black,27000,tagamo3 - new cairo,5/31/2025,405020
Skoda Octavia A8 2021,Skoda,Octavia A8,Red,48000,tagamo3 - new cairo,5/31/2025,276483
Skoda Felicia 1994,Skoda,Felicia,Blue,230000,6-Oct,5/31/2025,339931
Skoda Octavia A4 1998,Skoda,Octavia A4,Dark blue,290000,el qanater el khayreya,5/31/2025,274395
Skoda Octavia A7 2014,Skoda,Octavia A7,Mocha,180000,sheraton,5/31/2025,572012
Skoda Octavia A5 2013,Skoda,Octavia A5,Black,450000,tagamo3 - new cairo,5/31/2025,585601
Skoda Octavia A5 2007,Skoda,Octavia A5,Other,211000,warraq,5/30/2025,498722
Skoda Felicia combi 1996,Skoda,Felicia combi,Blue,228000,alexandria,5/30/2025,406264
Skoda Octavia A7 2016,Skoda,Octavia A7,Blue,156000,pyramids gardens,5/30/2025,424091
Skoda Octavia A8 2022,Skoda,Octavia A8,Silver,89000,6-Oct,5/30/2025,697298
Skoda Felicia 1997,Skoda,Felicia,Green,,alexandria,5/30/2025,521745
Skoda Kodiaq 2023,Skoda,Kodiaq,White,15000,6-Oct,5/29/2025,581512
Skoda Fantasia 2013,Skoda,Fantasia,Black,225000,tagamo3 - new cairo,5/29/2025,455712
Skoda Octavia A8 2021,Skoda,Octavia A8,Black,130000,heliopolis,5/29/2025,351181
Skoda Octavia A7 2015,Skoda,Octavia A7,White,150000,heliopolis,5/29/2025,746564
Skoda Karoq 2022,Skoda,Karoq,Silver,118000,6-Oct,5/29/2025,666588
Skoda Octavia A5 2005,Skoda,Octavia A5,Petroleum,,ismailia,5/29/2025,348581
Skoda Octavia A4 1998,Skoda,Octavia A4,White,150000,shobra,5/29/2025,717644
Skoda Fabia 2003,Skoda,Fabia,White,180000,alexandria,5/29/2025,694684
Skoda Octavia A8 2021,Skoda,Octavia A8,Dark blue,77000,alexandria,5/28/2025,313807
Skoda Foreman 1994,Skoda,Foreman,Red,,10th of ramadan,5/28/2025,416423
Skoda Fabia 2002,Skoda,Fabia,Blue,250000,damanhur,5/28/2025,686788
Skoda Octavia A7 2020,Skoda,Octavia A7,Bronze,18000,heliopolis,5/28/2025,515482
Skoda Octavia A5 2008,Skoda,Octavia A5,Other,360000,luxor,5/27/2025,371989
Skoda Octavia A5 2006,Skoda,Octavia A5,Gold,300000,cairo,5/27/2025,406496
Skoda Octavia A4 2004,Skoda,Octavia A4,Silver,180000,zagazig,5/27/2025,397045
Skoda Octavia A8 2024,Skoda,Octavia A8,White,8000,heliopolis,5/27/2025,380107
Skoda Superb 2010,Skoda,Superb,Black,287000,maadi,5/27/2025,316766
Skoda Favorit 1994,Skoda,Favorit,Green,250000,10th of ramadan,5/26/2025,542495
Skoda Octavia A7 2015,Skoda,Octavia A7,Black,172000,alexandria,5/26/2025,731214
Skoda Fantasia 2011,Skoda,Fantasia,Dark red,185000,cairo,5/26/2025,354101
Skoda Felicia 1996,Skoda,Felicia,Blue,100000,sadat city,5/26/2025,456740
Skoda Octavia A4 2009,Skoda,Octavia A4,Petroleum,290000,cairo,5/25/2025,364240
Skoda Fantasia 2009,Skoda,Fantasia,Champagne,200000,heliopolis,5/25/2025,353731
Skoda Fantasia 2010,Skoda,Fantasia,Silver,209230,tagamo3 - new cairo,5/25/2025,703289
Skoda Octavia A4 1998,Skoda,Octavia A4,Dark blue,300000,zefta,5/25/2025,773092
Skoda Octavia A4 2000,Skoda,Octavia A4,Dark green,265000,damietta,5/25/2025,767682
Skoda Superb 2018,Skoda,Superb,Black,129000,tagamo3 - new cairo,5/25/2025,687501
Skoda Felicia 1997,Skoda,Felicia,Dark green,,dikirnis,5/25/2025,292667
Skoda Octavia A4 2000,Skoda,Octavia A4,Blue,300000,el manial,5/25/2025,703381
Skoda Octavia A5 2006,Skoda,Octavia A5,Petroleum,216000,hurghada,5/25/2025,615158
Skoda Octavia A7 2015,Skoda,Octavia A7,Dark grey,146000,al shorouk,5/25/2025,514315
Skoda Felicia 1997,Skoda,Felicia,White,230000,6-Oct,5/25/2025,791428
Skoda Octavia A8 2021,Skoda,Octavia A8,Silver,80000,cairo,5/24/2025,651956
Skoda Favorit 1994,Skoda,Favorit,Blue,,tagamo3 - new cairo,5/24/2025,745562
Skoda Octavia A4 2003,Skoda,Octavia A4,Dark red,182000,alexandria,5/24/2025,379138
Skoda Felicia 1997,Skoda,Felicia,Dark red,,banha,5/24/2025,606729
Skoda Felicia 1995,Skoda,Felicia,Red,260000,cairo,5/24/2025,451383
Skoda Felicia 1997,Skoda,Felicia,Dark blue,126000,ismailia,5/24/2025,473878
Skoda Octavia A4 2006,Skoda,Octavia A4,Black,370000,6-Oct,5/24/2025,376573
Skoda Octavia A4 1998,Skoda,Octavia A4,Green,,al shorouk,5/24/2025,455720
Skoda Octavia A4 2000,Skoda,Octavia A4,Red,273000,kafr el-sheikh,5/23/2025,447035
Skoda Octavia A5 2006,Skoda,Octavia A5,Bronze,250000,cairo,5/23/2025,587863
Skoda Felicia combi 1996,Skoda,Felicia combi,Silver,150000,heliopolis,5/23/2025,339847
Skoda Octavia A5 2008,Skoda,Octavia A5,Silver,192000,sheikh zayed city,5/23/2025,764193
Skoda Fantasia 2011,Skoda,Fantasia,Black,335000,pyramids gardens,5/23/2025,613279
Skoda Fantasia 2010,Skoda,Fantasia,Black,161000,tanta,5/23/2025,325650
Skoda Octavia A4 2007,Skoda,Octavia A4,Dark blue,146000,damanhur,5/23/2025,667058
Skoda Felicia 1996,Skoda,Felicia,Green,,6-Oct,5/23/2025,308907
Skoda Octavia A4 2006,Skoda,Octavia A4,Gold,2000,alexandria,5/22/2025,763935
Skoda Felicia 1996,Skoda,Felicia,Blue,,tagamo3 - new cairo,5/22/2025,383489
Skoda Octavia A4 2003,Skoda,Octavia A4,Black,200000,nasr city,5/22/2025,647396
